field,county,state,subfeild,year,count
str_location_county,TitusCounty,TX,untl_decade,1960-1969,1
str_location_county,TitusCounty,TX,untl_decade,1980-1989,45
str_location_county,TitusCounty,TX,untl_decade,1990-1999,110
str_location_county,TomGreenCounty,TX,untl_decade,1900-1909,179
str_location_county,TravisCounty,TX,untl_decade,1830-1839,3
str_location_county,TravisCounty,TX,untl_decade,1840-1849,198
str_location_county,TravisCounty,TX,untl_decade,1850-1859,995
str_location_county,TravisCounty,TX,untl_decade,1860-1869,796
str_location_county,TravisCounty,TX,untl_decade,1870-1879,725
str_location_county,TravisCounty,TX,untl_decade,1880-1889,487
str_location_county,TravisCounty,TX,untl_decade,1890-1899,570
str_location_county,TravisCounty,TX,untl_decade,1900-1909,71
str_location_county,TravisCounty,TX,untl_decade,1910-1919,2
str_location_county,TravisCounty,TX,untl_decade,1920-1929,65
str_location_county,TravisCounty,TX,untl_decade,1930-1939,137
str_location_county,TravisCounty,TX,untl_decade,1940-1949,32
str_location_county,TravisCounty,TX,untl_decade,1960-1969,131
str_location_county,TravisCounty,TX,untl_decade,1970-1979,160
str_location_county,TravisCounty,TX,untl_decade,1980-1989,104
str_location_county,TravisCounty,TX,untl_decade,2000-2009,255
str_location_county,TravisCounty,TX,untl_decade,2010-2019,218
str_location_county,TrinityCounty,TX,untl_decade,1910-1919,4
str_location_county,TrinityCounty,TX,untl_decade,1920-1929,1
str_location_county,UpshurCounty,TX,untl_decade,1860-1869,1
str_location_county,UpshurCounty,TX,untl_decade,1920-1929,1
str_location_county,UpshurCounty,TX,untl_decade,1930-1939,5
str_location_county,UpshurCounty,TX,untl_decade,1940-1949,6
str_location_county,UpshurCounty,TX,untl_decade,1950-1959,5
str_location_county,UpshurCounty,TX,untl_decade,1960-1969,11
str_location_county,UpshurCounty,TX,untl_decade,2010-2019,430
str_location_county,UvaldeCounty,TX,untl_decade,1890-1899,42
str_location_county,UvaldeCounty,TX,untl_decade,1900-1909,33
str_location_county,UvaldeCounty,TX,untl_decade,1910-1919,15
str_location_county,UvaldeCounty,TX,untl_decade,1920-1929,1
str_location_county,ValVerdeCounty,TX,untl_decade,1880-1889,1
str_location_county,ValVerdeCounty,TX,untl_decade,1890-1899,4
str_location_county,ValVerdeCounty,TX,untl_decade,1900-1909,140
str_location_county,ValVerdeCounty,TX,untl_decade,1910-1919,10
str_location_county,VanZandtCounty,TX,untl_decade,1880-1889,461
str_location_county,VanZandtCounty,TX,untl_decade,1890-1899,622
str_location_county,VanZandtCounty,TX,untl_decade,1900-1909,212
str_location_county,VanZandtCounty,TX,untl_decade,1910-1919,266
str_location_county,VanZandtCounty,TX,untl_decade,1920-1929,298
str_location_county,VanZandtCounty,TX,untl_decade,1930-1939,531
str_location_county,VanZandtCounty,TX,untl_decade,1940-1949,403
str_location_county,VanZandtCounty,TX,untl_decade,1950-1959,200
str_location_county,VanZandtCounty,TX,untl_decade,1980-1989,157
str_location_county,VanZandtCounty,TX,untl_decade,2010-2019,268
str_location_county,VictoriaCounty,TX,untl_decade,1840-1849,11
str_location_county,VictoriaCounty,TX,untl_decade,1850-1859,44
str_location_county,VictoriaCounty,TX,untl_decade,1860-1869,6
str_location_county,VictoriaCounty,TX,untl_decade,1870-1879,21
str_location_county,VictoriaCounty,TX,untl_decade,1880-1889,9
str_location_county,VictoriaCounty,TX,untl_decade,1890-1899,4
str_location_county,VictoriaCounty,TX,untl_decade,1900-1909,20
str_location_county,VictoriaCounty,TX,untl_decade,1910-1919,5
str_location_county,VictoriaCounty,TX,untl_decade,1920-1929,3
str_location_county,VictoriaCounty,TX,untl_decade,1980-1989,1
str_location_county,WalkerCounty,TX,untl_decade,1840-1849,4
str_location_county,WalkerCounty,TX,untl_decade,1850-1859,14
str_location_county,WalkerCounty,TX,untl_decade,1860-1869,5
str_location_county,WalkerCounty,TX,untl_decade,1870-1879,2
str_location_county,WalkerCounty,TX,untl_decade,1900-1909,5
str_location_county,WalkerCounty,TX,untl_decade,1930-1939,1
str_location_county,WalkerCounty,TX,untl_decade,1940-1949,4
str_location_county,WalkerCounty,TX,untl_decade,2010-2019,11
str_location_county,WallerCounty,TX,untl_decade,1850-1859,2
str_location_county,WallerCounty,TX,untl_decade,1860-1869,79
str_location_county,WallerCounty,TX,untl_decade,1880-1889,9
str_location_county,WallerCounty,TX,untl_decade,1910-1919,1
str_location_county,WallerCounty,TX,untl_decade,1920-1929,2
str_location_county,WashingtonCounty,TX,untl_decade,1840-1849,69
str_location_county,WashingtonCounty,TX,untl_decade,1850-1859,238
str_location_county,WashingtonCounty,TX,untl_decade,1860-1869,5
str_location_county,WashingtonCounty,TX,untl_decade,1870-1879,847
str_location_county,WashingtonCounty,TX,untl_decade,1880-1889,3064
str_location_county,WashingtonCounty,TX,untl_decade,1890-1899,2387
str_location_county,WashingtonCounty,TX,untl_decade,1900-1909,1695
str_location_county,WashingtonCounty,TX,untl_decade,1910-1919,2243
str_location_county,WashingtonCounty,TX,untl_decade,1920-1929,2142
str_location_county,WashingtonCounty,TX,untl_decade,1930-1939,3064
str_location_county,WashingtonCounty,TX,untl_decade,1940-1949,914
str_location_county,WashingtonCounty,TX,untl_decade,1950-1959,254
str_location_county,WebbCounty,TX,untl_decade,1900-1909,244
str_location_county,WebbCounty,TX,untl_decade,1910-1919,148
str_location_county,WhartonCounty,TX,untl_decade,1900-1909,45
str_location_county,WhartonCounty,TX,untl_decade,1910-1919,344
str_location_county,WhartonCounty,TX,untl_decade,1920-1929,221
str_location_county,WhartonCounty,TX,untl_decade,1930-1939,1
str_location_county,WhartonCounty,TX,untl_decade,1950-1959,1
str_location_county,WhartonCounty,TX,untl_decade,1980-1989,380
str_location_county,WhartonCounty,TX,untl_decade,2010-2019,290
str_location_county,WheelerCounty,TX,untl_decade,1900-1909,2
str_location_county,WheelerCounty,TX,untl_decade,1920-1929,362
str_location_county,WheelerCounty,TX,untl_decade,1930-1939,1906
str_location_county,WheelerCounty,TX,untl_decade,1940-1949,631
str_location_county,WheelerCounty,TX,untl_decade,1950-1959,313
str_location_county,WheelerCounty,TX,untl_decade,1960-1969,339
str_location_county,WichitaCounty,TX,untl_decade,1910-1919,287
str_location_county,WichitaCounty,TX,untl_decade,1920-1929,444
str_location_county,WichitaCounty,TX,untl_decade,1930-1939,357
str_location_county,WichitaCounty,TX,untl_decade,1940-1949,509
str_location_county,WichitaCounty,TX,untl_decade,1950-1959,501
str_location_county,WichitaCounty,TX,untl_decade,1960-1969,558
str_location_county,WichitaCounty,TX,untl_decade,1970-1979,521
str_location_county,WichitaCounty,TX,untl_decade,1980-1989,517
str_location_county,WichitaCounty,TX,untl_decade,1990-1999,622
str_location_county,WichitaCounty,TX,untl_decade,2000-2009,507
str_location_county,WichitaCounty,TX,untl_decade,2010-2019,255
str_location_county,WilbargerCounty,TX,untl_decade,1890-1899,2
str_location_county,WilbargerCounty,TX,untl_decade,1900-1909,4
str_location_county,WilbargerCounty,TX,untl_decade,1910-1919,129
str_location_county,WillacyCounty,TX,untl_decade,1860-1869,3
str_location_county,WillacyCounty,TX,untl_decade,1920-1929,140
str_location_county,WillacyCounty,TX,untl_decade,1930-1939,13
str_location_county,WillacyCounty,TX,untl_decade,1940-1949,22
str_location_county,WillacyCounty,TX,untl_decade,1950-1959,47
str_location_county,WilliamsonCounty,TX,untl_decade,1860-1869,14
str_location_county,WilliamsonCounty,TX,untl_decade,1870-1879,13
str_location_county,WilliamsonCounty,TX,untl_decade,1890-1899,1
str_location_county,WilliamsonCounty,TX,untl_decade,1900-1909,288
str_location_county,WilliamsonCounty,TX,untl_decade,1910-1919,638
str_location_county,WilliamsonCounty,TX,untl_decade,1920-1929,911
str_location_county,WilliamsonCounty,TX,untl_decade,1930-1939,480
str_location_county,WilliamsonCounty,TX,untl_decade,1940-1949,847
str_location_county,WilliamsonCounty,TX,untl_decade,1950-1959,800
str_location_county,WilliamsonCounty,TX,untl_decade,1960-1969,1571
str_location_county,WilliamsonCounty,TX,untl_decade,1970-1979,645
str_location_county,WilliamsonCounty,TX,untl_decade,1980-1989,169
str_location_county,WilliamsonCounty,TX,untl_decade,1990-1999,166
str_location_county,WilliamsonCounty,TX,untl_decade,2000-2009,170
str_location_county,WilliamsonCounty,TX,untl_decade,2010-2019,60
str_location_county,WilsonCounty,TX,untl_decade,1910-1919,10
str_location_county,WinklerCounty,TX,untl_decade,1940-1949,181
str_location_county,WinklerCounty,TX,untl_decade,1950-1959,40
str_location_county,WinklerCounty,TX,untl_decade,1960-1969,936
str_location_county,WinklerCounty,TX,untl_decade,1970-1979,1024
str_location_county,WinklerCounty,TX,untl_decade,2010-2019,170
str_location_county,WiseCounty,TX,untl_decade,1890-1899,51
str_location_county,WiseCounty,TX,untl_decade,1900-1909,147
str_location_county,WiseCounty,TX,untl_decade,1910-1919,1
str_location_county,WiseCounty,TX,untl_decade,1920-1929,186
str_location_county,WiseCounty,TX,untl_decade,1930-1939,102
str_location_county,WiseCounty,TX,untl_decade,1960-1969,2
str_location_county,WoodCounty,TX,untl_decade,1880-1889,61
str_location_county,WoodCounty,TX,untl_decade,1890-1899,2
str_location_county,WoodCounty,TX,untl_decade,1900-1909,31
str_location_county,WoodCounty,TX,untl_decade,1920-1929,515
str_location_county,WoodCounty,TX,untl_decade,1930-1939,175
str_location_county,WoodCounty,TX,untl_decade,1940-1949,736
str_location_county,WoodCounty,TX,untl_decade,1950-1959,473
str_location_county,WoodCounty,TX,untl_decade,1960-1969,175
str_location_county,WoodCounty,TX,untl_decade,1970-1979,50
str_location_county,WoodCounty,TX,untl_decade,2010-2019,195
str_location_county,YoungCounty,TX,untl_decade,1870-1879,171
str_location_county,YoungCounty,TX,untl_decade,1880-1889,491
str_location_county,YoungCounty,TX,untl_decade,1890-1899,124
str_location_county,YoungCounty,TX,untl_decade,1900-1909,505
str_location_county,YoungCounty,TX,untl_decade,1910-1919,583
str_location_county,YoungCounty,TX,untl_decade,1920-1929,677
str_location_county,YoungCounty,TX,untl_decade,1930-1939,1884
str_location_county,YoungCounty,TX,untl_decade,1940-1949,1336
str_location_county,YoungCounty,TX,untl_decade,1950-1959,366
str_location_county,YoungCounty,TX,untl_decade,1960-1969,345
str_location_county,YoungCounty,TX,untl_decade,1990-1999,156
str_location_county,YoungCounty,TX,untl_decade,2010-2019,1102
str_location_county,YoungCounty,TX,untl_decade,2020-2029,114
str_location_county,ZapataCounty,TX,untl_decade,1900-1909,5
str_location_county,ZapataCounty,TX,untl_decade,1910-1919,1
str_location_county,ZavalaCounty,TX,untl_decade,1900-1909,261
str_location_county,ZavalaCounty,TX,untl_decade,1910-1919,143
str_location_county,ZavalaCounty,TX,untl_decade,1920-1929,166
str_location_county,ZavalaCounty,TX,untl_decade,1930-1939,266
str_location_county,ZavalaCounty,TX,untl_decade,1940-1949,360
str_location_county,ZavalaCounty,TX,untl_decade,1950-1959,140
